Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
30.0,1,1,0,5.0,90000.0,1,0,0
29.0,0,1,121,4.0,80000.0,1,7,0
42.0,0,2,6,14.0,180000.0,2,0,0
26.0,0,1,10,2.0,60000.0,4,5,0
35.0,1,2,1,9.0,120000.0,2,0,0
27.0,1,1,0,3.0,70000.0,0,6,0
48.0,0,3,122,18.0,210000.0,1,0,0
34.0,0,2,32,9.0,140000.0,0,6,0
30.0,1,1,0,4.0,80000.0,1,2,0
29.0,0,1,121,3.0,70000.0,0,6,0
42.0,0,2,6,14.0,180000.0,1,1,0
26.0,0,1,10,2.0,60000.0,1,7,0
35.0,1,2,1,9.0,120000.0,0,0,0
27.0,1,1,0,3.0,70000.0,1,2,0
48.0,0,3,122,18.0,210000.0,0,6,0
34.0,0,2,32,9.0,140000.0,3,4,0
23.0,1,1,0,1.0,50000.0,2,2,0
32.0,0,2,6,7.0,110000.0,1,7,0
25.0,1,2,0,2.0,60000.0,2,2,0
37.0,0,1,1,11.0,160000.0,0,8,0
28.0,0,1,0,4.0,75000.0,0,2,0
41.0,1,3,122,16.0,200000.0,4,2,0
34.0,0,2,1,8.0,100000.0,4,2,0
24.0,1,1,10,2.0,55000.0,4,0,0
36.0,0,3,32,12.0,170000.0,0,0,1
30.0,1,1,0,5.0,90000.0,3,0,0
29.0,0,1,121,4.0,80000.0,2,9,0
42.0,0,2,6,14.0,180000.0,4,5,0
26.0,0,1,10,2.0,60000.0,0,0,0
35.0,1,2,1,9.0,120000.0,4,0,0
27.0,1,1,0,3.0,70000.0,1,7,0
48.0,0,3,122,18.0,210000.0,4,5,0
34.0,0,2,32,9.0,140000.0,4,0,0
23.0,1,1,0,1.0,50000.0,4,5,0
32.0,0,2,6,7.0,110000.0,3,3,0
25.0,1,2,0,2.0,60000.0,0,0,0
37.0,0,1,1,11.0,160000.0,0,0,0
28.0,0,1,0,4.0,75000.0,1,7,0
41.0,1,3,122,16.0,200000.0,3,3,0
34.0,0,2,1,8.0,100000.0,1,2,0
24.0,1,1,10,2.0,55000.0,0,0,0
36.0,0,3,32,12.0,170000.0,4,0,1
30.0,1,1,0,5.0,90000.0,1,0,0
29.0,0,1,121,4.0,80000.0,2,0,0
42.0,0,2,6,14.0,180000.0,4,0,0
26.0,0,1,10,2.0,60000.0,4,5,0
35.0,1,2,1,9.0,120000.0,3,3,0
27.0,1,1,0,3.0,70000.0,4,2,0
48.0,0,3,122,18.0,210000.0,1,0,0
34.0,0,2,32,9.0,140000.0,3,4,0
23.0,1,1,0,1.0,50000.0,2,0,0
32.0,0,2,6,7.0,110000.0,4,2,0
25.0,1,2,0,2.0,60000.0,3,4,0
37.0,0,1,1,11.0,160000.0,3,0,0
28.0,0,1,0,4.0,75000.0,2,2,0
41.0,1,3,122,16.0,200000.0,0,8,0
34.0,0,2,1,8.0,100000.0,0,6,0
24.0,1,1,10,2.0,55000.0,2,0,0
36.0,0,3,32,12.0,170000.0,1,2,1
30.0,1,1,0,5.0,90000.0,2,2,0
29.0,0,1,121,4.0,80000.0,1,2,0
42.0,0,2,6,14.0,180000.0,0,0,0
26.0,0,1,10,2.0,60000.0,0,6,0
35.0,1,2,1,9.0,120000.0,1,0,0
27.0,1,1,0,3.0,70000.0,1,2,0
48.0,0,3,122,18.0,210000.0,3,4,0
34.0,0,2,32,9.0,140000.0,1,1,0
23.0,1,1,0,1.0,50000.0,2,9,0
32.0,0,2,6,7.0,110000.0,2,9,0
25.0,1,2,0,2.0,60000.0,2,9,0
37.0,0,1,1,11.0,160000.0,2,9,0
28.0,0,1,0,4.0,75000.0,4,5,0
41.0,1,3,122,16.0,200000.0,2,0,0
34.0,0,2,1,8.0,100000.0,4,5,0
24.0,1,1,10,2.0,55000.0,0,6,0
36.0,0,3,32,12.0,170000.0,2,2,1
30.0,1,1,0,5.0,90000.0,4,0,0
29.0,0,1,121,4.0,80000.0,0,2,0
42.0,0,2,6,14.0,180000.0,0,6,0
26.0,0,1,10,2.0,60000.0,4,0,0
35.0,1,2,1,9.0,120000.0,0,2,0
27.0,1,1,0,3.0,70000.0,4,2,0
48.0,0,3,122,18.0,210000.0,2,0,0
34.0,0,2,32,9.0,140000.0,2,9,0
23.0,1,1,0,1.0,50000.0,0,2,0
32.0,0,2,6,7.0,110000.0,0,0,0
25.0,1,2,0,2.0,60000.0,3,3,0
37.0,0,1,1,11.0,160000.0,1,7,0
28.0,0,1,0,4.0,75000.0,1,1,0
41.0,1,3,122,16.0,200000.0,3,3,0
34.0,0,2,1,8.0,100000.0,1,7,0
24.0,1,1,10,2.0,55000.0,4,5,0
36.0,0,3,32,12.0,170000.0,3,0,1
30.0,1,1,0,5.0,90000.0,1,1,0
29.0,0,1,121,4.0,80000.0,1,2,0
42.0,0,2,6,14.0,180000.0,4,0,0
26.0,0,1,10,2.0,60000.0,2,2,0
35.0,1,2,1,9.0,120000.0,3,0,0
27.0,1,1,0,3.0,70000.0,4,0,0
48.0,0,3,122,18.0,210000.0,2,9,0
34.0,0,2,32,9.0,140000.0,0,8,0
23.0,1,1,0,1.0,50000.0,4,0,0
32.0,0,2,6,7.0,110000.0,4,5,0
25.0,1,2,0,2.0,60000.0,1,0,0
37.0,0,1,1,11.0,160000.0,4,5,0
28.0,0,1,0,4.0,75000.0,1,1,0
41.0,1,3,122,16.0,200000.0,1,7,0
34.0,0,2,1,8.0,100000.0,3,3,0
24.0,1,1,10,2.0,55000.0,4,2,0
36.0,0,3,32,12.0,170000.0,0,2,1
30.0,1,1,0,5.0,90000.0,2,0,0
29.0,0,1,121,4.0,80000.0,3,4,0
42.0,0,2,6,14.0,180000.0,1,0,0
26.0,0,1,10,2.0,60000.0,0,8,0
35.0,1,2,1,9.0,120000.0,3,0,0
27.0,1,1,0,3.0,70000.0,2,0,0
48.0,0,3,122,18.0,210000.0,2,2,0
34.0,0,2,32,9.0,140000.0,4,2,0
23.0,1,1,0,1.0,50000.0,3,0,0
32.0,0,2,6,7.0,110000.0,1,1,0
25.0,1,2,0,2.0,60000.0,0,0,0
37.0,0,1,1,11.0,160000.0,1,7,0
28.0,0,1,0,4.0,75000.0,3,4,0
41.0,1,3,122,16.0,200000.0,2,0,0
34.0,0,2,1,8.0,100000.0,1,1,0
24.0,1,1,10,2.0,55000.0,2,9,0
36.0,0,3,32,12.0,170000.0,3,4,1
30.0,1,1,0,5.0,90000.0,1,7,0
29.0,0,1,121,4.0,80000.0,2,0,0
42.0,0,2,6,14.0,180000.0,1,0,0
26.0,0,1,10,2.0,60000.0,3,4,0
35.0,1,2,1,9.0,120000.0,1,0,0
28.0,0,2,60,5.0,80000.0,0,2,0
30.0,1,1,96,4.0,60000.0,2,0,0
25.0,0,1,60,2.0,50000.0,3,0,0
45.0,1,2,93,18.0,160000.0,2,2,1
33.0,0,3,115,9.0,120000.0,4,2,0
22.0,1,0,35,0.0,40000.0,1,1,0
36.0,0,1,60,10.0,100000.0,4,5,0
29.0,1,2,35,4.0,75000.0,2,9,1
42.0,0,3,115,16.0,140000.0,4,5,0
27.0,1,1,96,2.0,50000.0,4,5,0
38.0,0,2,93,11.0,110000.0,0,2,1
24.0,1,1,60,1.0,45000.0,1,1,0
31.0,0,0,60,4.0,55000.0,0,8,0
39.0,1,3,115,13.0,130000.0,1,2,0
26.0,0,1,35,2.0,50000.0,3,0,0
32.0,1,2,35,7.0,80000.0,1,0,1
32.0,0,1,60,2.0,45000.0,3,0,0
24.0,1,0,35,1.0,32000.0,1,1,0
45.0,0,3,93,12.0,120000.0,1,2,1
29.0,1,2,60,4.0,65000.0,1,0,0
38.0,0,1,35,8.0,95000.0,3,0,1
27.0,1,2,115,5.0,80000.0,1,0,0
31.0,1,0,96,3.0,38000.0,2,0,0
42.0,0,2,60,10.0,110000.0,2,0,0
26.0,1,1,60,2.0,45000.0,1,0,0
36.0,0,2,35,7.0,89000.0,2,9,1
28.0,0,0,35,1.0,32000.0,1,1,0
33.0,1,1,60,5.0,70000.0,0,6,0
46.0,0,3,115,15.0,150000.0,4,5,0
25.0,1,1,60,1.0,40000.0,4,5,0
37.0,1,2,93,9.0,105000.0,4,0,1
30.0,0,2,60,4.0,65000.0,1,0,0
43.0,1,3,115,14.0,140000.0,0,6,0
34.0,0,1,60,3.0,50000.0,4,2,0
26.0,1,0,35,2.0,35000.0,1,0,0
41.0,0,2,35,11.0,115000.0,3,4,1
29.0,1,2,60,5.0,70000.0,4,0,0
35.0,0,1,60,6.0,80000.0,1,0,0
27.0,1,0,96,1.0,30000.0,4,5,0
40.0,0,3,115,13.0,135000.0,2,9,0
23.0,1,1,60,1.0,40000.0,4,0,0
39.0,0,2,35,10.0,105000.0,1,2,1
31.0,0,0,35,2.0,35000.0,2,0,0
44.0,1,3,93,12.0,120000.0,3,4,1
28.0,0,2,60,3.0,55000.0,0,0,0
32.0,1,1,60,2.0,45000.0,2,2,0
45.0,0,2,115,14.0,140000.0,2,2,0
26.0,1,1,60,3.0,55000.0,4,2,0
38.0,0,3,93,11.0,115000.0,4,0,1
27.0,1,2,35,4.0,70000.0,2,0,1
33.0,0,0,96,3.0,38000.0,4,5,0
42.0,1,2,115,13.0,135000.0,3,4,0
29.0,0,1,60,2.0,45000.0,2,0,0
36.0,1,2,60,7.0,85000.0,2,9,0
30.0,0,0,35,1.0,32000.0,1,2,0
43.0,1,3,93,15.0,150000.0,0,6,1
34.0,0,1,60,4.0,65000.0,2,0,0
25.0,1,2,35,1.0,32000.0,1,2,0
37.0,0,3,115,12.0,120000.0,0,2,0
24.0,1,1,60,1.0,40000.0,4,5,0
39.0,0,2,35,9.0,95000.0,3,0,1
31.0,0,0,35,2.0,35000.0,1,7,0
44.0,1,3,115,14.0,140000.0,4,0,0
28.0,0,1,60,3.0,55000.0,3,3,0
32.0,1,2,93,6.0,80000.0,3,3,1
45.0,0,3,115,13.0,135000.0,0,2,0
26.0,1,1,60,2.0,45000.0,2,2,0
38.0,0,2,35,8.0,95000.0,1,1,1
27.0,1,0,35,1.0,32000.0,0,0,0
33.0,0,1,60,5.0,70000.0,3,4,0
42.0,1,2,115,12.0,120000.0,2,2,0
29.0,0,2,93,4.0,70000.0,2,2,1
36.0,1,2,60,7.0,85000.0,1,7,0
30.0,0,0,96,2.0,33000.0,4,2,0
43.0,1,3,93,15.0,150000.0,4,2,1
34.0,0,1,60,3.0,50000.0,0,8,0
25.0,1,2,35,1.0,32000.0,0,8,0
37.0,0,3,115,11.0,115000.0,0,2,0
24.0,1,1,60,1.0,40000.0,4,5,0
39.0,0,2,35,10.0,105000.0,0,6,1
31.0,0,0,35,2.0,35000.0,0,8,0
44.0,1,3,115,13.0,135000.0,3,0,0
28.0,0,1,60,4.0,65000.0,0,0,0
32.0,1,2,93,6.0,80000.0,4,0,1
45.0,0,3,115,14.0,140000.0,1,7,0
26.0,1,1,60,2.0,45000.0,3,3,0
38.0,0,2,35,8.0,95000.0,0,6,1
27.0,1,0,35,1.0,32000.0,2,2,0
33.0,0,1,60,5.0,70000.0,0,8,0
42.0,1,2,115,12.0,120000.0,2,0,0
29.0,0,2,93,4.0,70000.0,3,0,1
36.0,1,2,60,7.0,85000.0,0,2,0
30.0,0,0,96,2.0,33000.0,4,5,0
43.0,1,3,93,15.0,150000.0,0,0,1
34.0,0,1,60,3.0,50000.0,4,5,0
25.0,1,2,35,1.0,32000.0,3,4,0
37.0,0,3,115,11.0,115000.0,2,9,0
24.0,1,1,60,1.0,40000.0,1,1,0
39.0,0,2,35,10.0,105000.0,4,0,1
31.0,0,0,35,2.0,35000.0,2,0,0
44.0,1,3,115,13.0,135000.0,0,6,0
28.0,0,1,60,4.0,65000.0,2,0,0
32.0,1,2,93,6.0,80000.0,4,5,1
45.0,0,3,115,14.0,140000.0,0,2,0
26.0,1,1,60,2.0,45000.0,3,3,0
38.0,0,2,35,8.0,95000.0,0,2,1
27.0,1,0,35,1.0,32000.0,4,5,0
33.0,0,1,60,5.0,70000.0,0,2,0
42.0,1,2,115,12.0,120000.0,4,2,0
29.0,0,2,93,4.0,70000.0,0,8,1
36.0,1,2,60,7.0,85000.0,4,2,0
30.0,0,0,96,2.0,33000.0,1,1,0
43.0,1,3,93,15.0,150000.0,2,2,1
34.0,0,1,60,3.0,50000.0,3,4,0
25.0,1,2,35,1.0,32000.0,1,1,0
37.0,0,3,115,11.0,115000.0,3,0,0
24.0,1,1,60,1.0,40000.0,3,4,0
39.0,0,2,35,10.0,105000.0,4,2,1
31.0,0,0,35,2.0,35000.0,4,0,0
44.0,1,3,115,13.0,135000.0,0,0,0
28.0,0,1,60,4.0,65000.0,2,2,0
32.0,1,2,93,6.0,80000.0,4,2,1
45.0,0,3,115,14.0,140000.0,1,0,0
26.0,1,1,60,2.0,45000.0,4,5,0
38.0,0,2,35,8.0,95000.0,1,0,1
27.0,1,0,35,1.0,32000.0,3,4,0
33.0,0,1,60,5.0,70000.0,2,0,0
42.0,1,2,115,12.0,120000.0,3,3,0
29.0,0,2,93,4.0,70000.0,2,9,1
36.0,1,2,60,7.0,85000.0,1,2,0
30.0,0,0,96,2.0,33000.0,0,2,0
43.0,1,3,93,15.0,150000.0,0,8,1
34.0,0,1,60,3.0,50000.0,4,5,0
25.0,1,2,35,1.0,32000.0,2,2,0
37.0,0,3,115,11.0,115000.0,2,2,0
32.0,0,1,60,2.0,45000.0,3,3,0
24.0,1,0,35,1.0,32000.0,3,3,0
45.0,0,3,93,12.0,120000.0,2,9,1
29.0,1,2,60,4.0,65000.0,3,4,0
38.0,0,1,35,8.0,95000.0,0,0,1
27.0,1,2,115,5.0,80000.0,0,0,0
31.0,1,0,96,3.0,38000.0,0,8,0
42.0,0,2,60,10.0,110000.0,0,8,0
26.0,1,1,60,2.0,45000.0,1,0,0
36.0,0,2,35,7.0,89000.0,0,0,1
28.0,0,0,35,1.0,32000.0,4,0,0
33.0,1,1,60,5.0,70000.0,4,5,0
46.0,0,3,115,15.0,150000.0,0,6,0
25.0,1,1,60,1.0,40000.0,2,0,0
37.0,1,2,93,9.0,105000.0,3,3,1
30.0,0,2,60,4.0,65000.0,4,0,0
43.0,1,3,115,14.0,140000.0,3,0,0
34.0,0,1,60,3.0,50000.0,1,2,0
26.0,1,0,35,2.0,35000.0,0,8,0
41.0,0,2,35,11.0,115000.0,1,2,1
29.0,1,2,60,5.0,70000.0,4,0,0
35.0,0,1,60,6.0,80000.0,4,5,0
27.0,1,0,96,1.0,30000.0,3,0,0
40.0,0,3,115,13.0,135000.0,1,7,0
23.0,1,1,60,1.0,40000.0,1,2,0
39.0,0,2,35,10.0,105000.0,0,2,1
31.0,0,0,35,2.0,35000.0,3,0,0
44.0,1,3,93,12.0,120000.0,4,0,1
28.0,0,2,60,3.0,55000.0,2,2,0
32.0,1,1,60,2.0,45000.0,1,7,0
45.0,0,2,115,14.0,140000.0,0,2,0
26.0,1,1,60,3.0,55000.0,2,0,0
38.0,0,3,93,11.0,115000.0,3,4,1
27.0,1,2,35,4.0,70000.0,1,1,1
33.0,0,0,96,3.0,38000.0,3,3,0
42.0,1,2,115,13.0,135000.0,1,2,0
29.0,0,1,60,2.0,45000.0,2,0,0
36.0,1,2,60,7.0,85000.0,0,0,0
30.0,0,0,35,1.0,32000.0,3,3,0
43.0,1,3,93,15.0,150000.0,2,2,1
34.0,0,1,60,4.0,65000.0,1,0,0
25.0,1,2,35,1.0,32000.0,4,2,0
37.0,0,3,115,12.0,120000.0,4,0,0
24.0,1,1,60,1.0,40000.0,0,6,0
39.0,0,2,35,9.0,95000.0,2,0,1
31.0,0,0,35,2.0,35000.0,2,9,0
44.0,1,3,115,14.0,140000.0,1,2,0
28.0,0,1,60,3.0,55000.0,0,6,0
32.0,1,2,93,6.0,80000.0,2,2,1
45.0,0,3,115,13.0,135000.0,3,3,0
26.0,1,1,60,2.0,45000.0,0,0,0
38.0,0,2,35,8.0,95000.0,4,2,1
27.0,1,0,35,1.0,32000.0,0,8,0
33.0,0,1,60,5.0,70000.0,2,0,0
42.0,1,2,115,12.0,120000.0,1,7,0
29.0,0,2,93,4.0,70000.0,3,0,1
36.0,1,2,60,7.0,85000.0,3,4,0
30.0,0,0,96,2.0,33000.0,0,8,0
43.0,1,3,93,15.0,150000.0,1,7,1
34.0,0,1,60,3.0,50000.0,3,4,0
25.0,1,2,35,1.0,32000.0,1,1,0
37.0,0,3,115,11.0,115000.0,1,0,0
24.0,1,1,60,1.0,40000.0,3,4,0
39.0,0,2,35,10.0,105000.0,1,2,1
31.0,0,0,35,2.0,35000.0,4,0,0
44.0,1,3,115,13.0,135000.0,1,7,0
28.0,0,1,60,4.0,65000.0,2,9,0
32.0,1,2,93,6.0,80000.0,2,2,1
45.0,0,3,115,14.0,140000.0,4,5,0
26.0,1,1,60,2.0,45000.0,4,0,0
38.0,0,2,35,8.0,95000.0,1,0,1
27.0,1,0,35,1.0,32000.0,4,0,0
33.0,0,1,60,5.0,70000.0,0,0,0
42.0,1,2,115,12.0,120000.0,2,9,0
29.0,0,2,93,4.0,70000.0,0,8,1
36.0,1,2,60,7.0,85000.0,4,2,0
30.0,0,0,96,2.0,33000.0,4,5,0
43.0,1,3,93,15.0,150000.0,4,2,1
34.0,0,1,60,3.0,50000.0,4,5,0
25.0,1,2,35,1.0,32000.0,2,0,0
37.0,0,3,115,11.0,115000.0,4,0,0
24.0,1,1,60,1.0,40000.0,2,9,0
39.0,0,2,35,10.0,105000.0,4,2,1
31.0,0,0,35,2.0,35000.0,2,0,0
44.0,1,3,115,13.0,135000.0,3,3,0
28.0,0,1,60,4.0,65000.0,1,1,0
32.0,1,2,93,6.0,80000.0,3,0,1
45.0,0,3,115,14.0,140000.0,3,4,0
26.0,1,1,60,2.0,45000.0,4,2,0
38.0,0,2,35,8.0,95000.0,0,6,1
27.0,1,0,35,1.0,32000.0,1,2,0
33.0,0,1,60,5.0,70000.0,4,2,0
42.0,1,2,115,12.0,120000.0,1,7,0
29.0,0,2,93,4.0,70000.0,0,0,1
36.0,1,2,60,7.0,85000.0,0,2,0
30.0,0,0,96,2.0,33000.0,2,2,0
43.0,1,3,93,15.0,150000.0,1,0,1
34.0,0,1,60,3.0,50000.0,0,6,0
25.0,1,2,35,1.0,32000.0,2,2,0
37.0,0,3,115,11.0,115000.0,3,0,0
24.0,1,1,60,1.0,40000.0,3,0,0
39.0,0,2,35,10.0,105000.0,3,0,1
31.0,0,0,35,2.0,35000.0,3,4,0
44.0,1,3,115,13.0,135000.0,0,2,0
28.0,0,1,60,4.0,65000.0,0,0,0
32.0,1,2,93,6.0,80000.0,4,2,1
45.0,0,3,115,14.0,140000.0,1,0,0
26.0,1,1,60,2.0,45000.0,0,6,0
38.0,0,2,35,8.0,95000.0,4,5,1
27.0,1,0,35,1.0,32000.0,0,8,0
33.0,0,1,60,5.0,70000.0,3,0,0
42.0,1,2,115,12.0,120000.0,3,4,0
29.0,0,2,93,4.0,70000.0,1,1,1
36.0,1,2,60,7.0,85000.0,1,0,0
30.0,0,0,96,2.0,33000.0,2,2,0
43.0,1,3,93,15.0,150000.0,1,1,1
34.0,0,1,60,3.0,50000.0,0,8,0
25.0,1,2,35,1.0,32000.0,0,0,0
37.0,0,3,115,11.0,115000.0,4,0,0
28.0,0,1,0,3.0,60000.0,3,3,0
37.0,1,2,16,9.0,100000.0,3,3,0
43.0,0,3,32,15.0,150000.0,2,9,0
31.0,1,1,98,4.0,55000.0,3,0,0
24.0,0,0,3,1.0,30000.0,3,3,0
29.0,1,2,10,5.0,70000.0,0,6,0
35.0,0,1,15,8.0,90000.0,0,2,0
26.0,1,2,8,2.0,40000.0,2,0,0
42.0,0,3,32,12.0,130000.0,4,0,0
34.0,1,1,93,6.0,75000.0,4,2,0
27.0,0,0,3,2.0,35000.0,3,0,0
38.0,1,2,16,10.0,110000.0,2,9,0
30.0,0,1,0,4.0,65000.0,2,9,0
45.0,0,3,32,18.0,180000.0,3,4,0
25.0,1,1,10,1.0,35000.0,4,0,0
40.0,1,2,93,11.0,120000.0,3,4,0
33.0,0,1,15,6.0,75000.0,1,1,0
29.0,1,0,3,1.0,30000.0,1,7,0
44.0,0,3,32,16.0,160000.0,1,1,0
26.0,0,1,10,3.0,60000.0,4,2,0
36.0,1,2,8,8.0,85000.0,3,0,0
31.0,0,1,15,5.0,70000.0,3,4,0
27.0,1,2,98,3.0,50000.0,4,5,0
42.0,0,3,32,13.0,140000.0,4,2,0
34.0,1,1,93,6.0,75000.0,0,2,0
28.0,0,0,3,2.0,35000.0,3,4,0
39.0,1,2,16,10.0,110000.0,0,6,0
31.0,0,1,0,4.0,65000.0,2,0,0
45.0,0,3,32,18.0,180000.0,2,0,0
25.0,1,1,10,1.0,35000.0,3,4,0
40.0,1,2,93,11.0,120000.0,3,4,0
33.0,0,1,15,6.0,75000.0,0,8,0
29.0,1,0,3,1.0,30000.0,1,7,0
44.0,0,3,32,16.0,160000.0,2,2,0
26.0,0,1,10,3.0,60000.0,3,4,0
36.0,1,2,8,8.0,85000.0,1,7,0
31.0,0,1,15,5.0,70000.0,0,6,0
27.0,1,2,98,3.0,50000.0,2,9,0
42.0,0,3,32,13.0,140000.0,3,0,0
34.0,1,1,93,6.0,75000.0,4,2,0
28.0,0,0,3,2.0,35000.0,4,0,0
39.0,1,2,16,10.0,110000.0,0,6,0
31.0,0,1,0,4.0,65000.0,4,0,0
45.0,0,3,32,18.0,180000.0,0,0,0
25.0,1,1,10,1.0,35000.0,4,0,0
40.0,1,2,93,11.0,120000.0,0,0,0
33.0,0,1,15,6.0,75000.0,3,3,0
29.0,1,0,3,1.0,30000.0,4,2,0
44.0,0,3,32,16.0,160000.0,4,0,0
26.0,0,1,10,3.0,60000.0,2,0,0
36.0,1,2,8,8.0,85000.0,3,3,0
31.0,0,1,15,5.0,70000.0,0,2,0
27.0,1,2,98,3.0,50000.0,3,4,0
42.0,0,3,32,13.0,140000.0,3,4,0
34.0,1,1,93,6.0,75000.0,2,9,0
28.0,0,0,3,2.0,35000.0,0,0,0
39.0,1,2,16,10.0,110000.0,0,8,0
31.0,0,1,0,4.0,65000.0,3,4,0
45.0,0,3,32,18.0,180000.0,2,9,0
25.0,1,1,10,1.0,35000.0,1,2,0
40.0,1,2,93,11.0,120000.0,4,0,0
33.0,0,1,15,6.0,75000.0,3,4,0
29.0,1,0,3,1.0,30000.0,4,5,0
44.0,0,3,32,16.0,160000.0,2,0,0
26.0,0,1,10,3.0,60000.0,4,2,0
36.0,1,2,8,8.0,85000.0,3,3,0
31.0,0,1,15,5.0,70000.0,3,3,0
27.0,1,2,98,3.0,50000.0,0,2,0
42.0,0,3,32,13.0,140000.0,4,5,0
34.0,1,1,93,6.0,75000.0,4,0,0
28.0,0,0,3,2.0,35000.0,4,0,0
39.0,1,2,16,10.0,110000.0,0,2,0
31.0,0,1,0,4.0,65000.0,1,7,0
45.0,0,3,32,18.0,180000.0,0,2,0
25.0,1,1,10,1.0,35000.0,4,0,0
40.0,1,2,93,11.0,120000.0,4,0,0
33.0,0,1,15,6.0,75000.0,4,0,0
29.0,1,0,3,1.0,30000.0,4,5,0
44.0,0,3,32,16.0,160000.0,2,9,0
26.0,0,1,10,3.0,60000.0,1,7,0
36.0,1,2,8,8.0,85000.0,2,0,0
31.0,0,1,15,5.0,70000.0,3,0,0
27.0,1,2,98,3.0,50000.0,4,2,0
42.0,0,3,32,13.0,140000.0,1,7,0
34.0,1,1,93,6.0,75000.0,3,3,0
28.0,0,0,3,2.0,35000.0,0,0,0
39.0,1,2,16,10.0,110000.0,3,4,0
31.0,0,1,0,4.0,65000.0,0,8,0
45.0,0,3,32,18.0,180000.0,3,0,0
25.0,1,1,10,1.0,35000.0,1,2,0
40.0,1,2,93,11.0,120000.0,2,2,0
33.0,0,1,15,6.0,75000.0,4,2,0
29.0,1,0,3,1.0,30000.0,4,2,0
44.0,0,3,32,16.0,160000.0,3,0,0
26.0,0,1,10,3.0,60000.0,4,2,0
36.0,1,2,8,8.0,85000.0,2,0,0
31.0,0,1,15,5.0,70000.0,1,7,0
27.0,1,2,98,3.0,50000.0,2,0,0
42.0,0,3,32,13.0,140000.0,1,0,0
34.0,1,1,93,6.0,75000.0,0,0,0
28.0,0,0,3,2.0,35000.0,4,5,0
39.0,1,2,16,10.0,110000.0,3,0,0
31.0,0,1,0,4.0,65000.0,3,0,0
45.0,0,3,32,18.0,180000.0,2,0,0
25.0,1,1,10,1.0,35000.0,0,8,0
40.0,1,2,93,11.0,120000.0,2,0,0
33.0,0,1,15,6.0,75000.0,1,0,0
29.0,1,0,3,1.0,30000.0,3,0,0
44.0,0,3,32,16.0,160000.0,4,5,0
26.0,0,1,10,3.0,60000.0,1,7,0
36.0,1,2,8,8.0,85000.0,4,5,0
31.0,0,1,15,5.0,70000.0,2,0,0
27.0,1,2,98,3.0,50000.0,0,6,0
42.0,0,3,32,13.0,140000.0,1,7,0
34.0,1,1,93,6.0,75000.0,4,5,0
28.0,0,0,3,2.0,35000.0,0,6,0
39.0,1,2,16,10.0,110000.0,4,0,0
31.0,0,1,0,4.0,65000.0,4,5,0
45.0,0,3,32,18.0,180000.0,2,9,0
25.0,1,1,10,1.0,35000.0,2,9,0
40.0,1,2,93,11.0,120000.0,3,0,0
33.0,0,1,15,6.0,75000.0,4,5,0
29.0,1,0,3,1.0,30000.0,0,6,0
44.0,0,3,32,16.0,160000.0,0,0,0
26.0,0,1,10,3.0,60000.0,4,0,0
27.0,0,1,0,3.0,60000.0,0,2,0
38.0,1,2,16,9.0,100000.0,0,6,0
44.0,0,3,32,15.0,150000.0,1,2,0
30.0,1,1,98,4.0,55000.0,2,2,0
23.0,0,0,3,1.0,30000.0,2,2,0
28.0,1,2,10,5.0,70000.0,3,4,0
34.0,0,1,15,8.0,90000.0,3,0,0
25.0,1,2,8,2.0,40000.0,2,9,0
41.0,0,3,32,12.0,130000.0,1,0,0
33.0,1,1,93,6.0,75000.0,1,1,0
26.0,0,0,3,2.0,35000.0,4,2,0
37.0,1,2,16,10.0,110000.0,3,0,0
29.0,0,1,0,4.0,65000.0,2,0,0
46.0,0,3,32,18.0,180000.0,0,0,0
26.0,1,1,10,1.0,35000.0,1,1,0
39.0,1,2,93,11.0,120000.0,1,0,0
32.0,0,1,15,6.0,75000.0,3,0,0
28.0,1,0,3,1.0,30000.0,1,1,0
43.0,0,3,32,16.0,160000.0,4,2,0
27.0,0,1,10,3.0,60000.0,2,2,0
35.0,1,2,8,8.0,85000.0,0,6,0
30.0,0,1,15,5.0,70000.0,1,2,0
26.0,1,2,98,3.0,50000.0,1,7,0
41.0,0,3,32,13.0,140000.0,0,6,0
33.0,1,1,93,6.0,75000.0,0,0,0
27.0,0,0,3,2.0,35000.0,3,0,0
38.0,1,2,16,10.0,110000.0,1,0,0
29.0,0,1,0,4.0,65000.0,2,2,0
46.0,0,3,32,18.0,180000.0,2,0,0
26.0,1,1,10,1.0,35000.0,4,0,0
39.0,1,2,93,11.0,120000.0,1,0,0
32.0,0,1,15,6.0,75000.0,3,4,0
28.0,1,0,3,1.0,30000.0,3,4,0
43.0,0,3,32,16.0,160000.0,4,5,0
27.0,0,1,10,3.0,60000.0,0,6,0
35.0,1,2,8,8.0,85000.0,1,2,0
30.0,0,1,15,5.0,70000.0,1,7,0
26.0,1,2,98,3.0,50000.0,0,6,0
41.0,0,3,32,13.0,140000.0,1,1,0
33.0,1,1,93,6.0,75000.0,1,2,0
27.0,0,0,3,2.0,35000.0,1,7,0
38.0,1,2,16,10.0,110000.0,1,7,0
29.0,0,1,0,4.0,65000.0,0,8,0
46.0,0,3,32,18.0,180000.0,2,9,0
26.0,1,1,10,1.0,35000.0,3,4,0
39.0,1,2,93,11.0,120000.0,1,7,0
32.0,0,1,15,6.0,75000.0,0,6,0
